Nielsen Item Names,Nielsen Item Names ID,Brand Families,Colors,Sizes,Period Descriptions, $, $ YA, 9 Liter Equivs, 9 Liter Equivs YA,Units,Units LY, %ACV Reach Where Dist NON ALCOHOLIC, %ACV Reach Where Dist YA NON ALCOHOLIC, $ Per Point of ACV,# Stores,# Stores Selling,$ per Store Selling,GT,# Stores Last Period,# Stores Selling Last Period,$ per Store Selling Last Period,Prestige,ARP,ARP LY,ACV Calc
PIPER-HEIDSIECK SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66750500047,PIPER-HEIDSIECK,WHITE,750ML,Latest 13 Wks,996482.166,1223647.544,1690.482,2155.725,20285.782,25868.697,0.08587,0.08672,116045.4368,261185.275,4044.993,246.3495403,TOTAL,260997,4015,267.01,,49.12,47.30,1.55%
PIPER-HEIDSIECK SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66750500047,PIPER-HEIDSIECK,WHITE,750ML,Latest 4 Wks,278129.722,345138.832,466.999,612.014,5603.991,7344.172,0.04782,0.05158,58161.79883,261443.248,2191.154,126.9329869,TOTAL,261123,2262,140.19,,49.63,46.99,0.84%
BILLECART-SALMON SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,311394223471,BILLECART-SALMON,PINK,750ML,Latest 52 Wks,4916197.71,5147110.586,4300.109,4554.024,51601.307,54648.29,0.0261,0.02462,1883600.655,260960.495,2523.091,1948.482124,TOTAL,260885,2470,2028.6,,95.27,94.19,0.97%
BILLECART-SALMON SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,311394223471,BILLECART-SALMON,PINK,750ML,Latest 26 Wks,1998051.251,2232226.617,1739.067,1949.059,20868.803,23388.709,0.02385,0.02217,837757.3379,261037.091,2217.153,901.1787869,TOTAL,260922,2218,947.3,,95.74,95.44,0.85%
BILLECART-SALMON SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,311394223471,BILLECART-SALMON,PINK,750ML,Latest 13 Wks,914381.278,1123082.375,796.654,981.392,9559.854,11776.702,0.02044,0.01967,447348.9618,261185.275,1630.955,560.6416351,TOTAL,260997,1620,599,,95.65,95.36,0.62%
BILLECART-SALMON SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,311394223471,BILLECART-SALMON,PINK,750ML,Latest 4 Wks,250366.442,344903.136,219.122,294.167,2629.463,3530.003,0.013,0.01383,192589.5708,261443.248,990.569,252.7501285,TOTAL,261123,978,301.04,,95.22,97.71,0.38%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383596,VEUVE CLICQUOT,WHITE,750ML,Latest 52 Wks,4636934.56,8305038.331,6645.814,11099.914,79749.773,133198.968,0.03068,0.03056,1511386.754,260960.495,1766.148,2625.450732,TOTAL,260885,1806,2585.66,,58.14,62.35,0.68%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383596,VEUVE CLICQUOT,WHITE,750ML,Latest 26 Wks,1250340.523,1857770.91,1644.552,2405.338,19734.626,28864.059,0.018,0.01518,694633.6239,261037.091,899.846,1389.505008,TOTAL,260922,955,1329.07,,63.36,64.36,0.34%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383596,VEUVE CLICQUOT,WHITE,750ML,Latest 13 Wks,620098.672,874988.614,785.067,1139.851,9420.803,13678.215,0.01171,0.0086,529546.2613,261185.275,625.941,990.666328,TOTAL,260997,616,1008.73,,65.82,63.97,0.24%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383596,VEUVE CLICQUOT,WHITE,750ML,Latest 4 Wks,190445.732,224399.23,238.621,298.901,2863.45,3586.807,0.00665,0.00442,286384.5594,261443.248,399.157,477.1198601,TOTAL,261123,391,504.95,,66.51,62.56,0.15%
GH MUMM GRAND CORDON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85283210489,GH MUMM,WHITE,750ML,Latest 52 Wks,4206526.232,5295294.3,7413.698,10223.95,88964.377,122687.41,0.12535,0.13953,335582.4677,260960.495,8011.449,525.0643463,TOTAL,260885,8105,527.28,,47.28,43.16,3.07%
GH MUMM GRAND CORDON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85283210489,GH MUMM,WHITE,750ML,Latest 26 Wks,1552086.751,1985555.542,2691.602,3625.229,32299.222,43502.749,0.1012,0.11324,153368.256,261037.091,5974.569,259.7822121,TOTAL,260922,6112,257.15,,48.05,45.64,2.29%
GH MUMM GRAND CORDON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85283210489,GH MUMM,WHITE,750ML,Latest 13 Wks,742629.317,918687.893,1284.47,1667.536,15413.638,20010.432,0.07805,0.08556,95147.89455,261185.275,4483.024,165.6536563,TOTAL,260997,4630,168.56,,48.18,45.91,1.72%
GH MUMM GRAND CORDON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85283210489,GH MUMM,WHITE,750ML,Latest 4 Wks,206170.955,273746.424,352.046,492.996,4224.549,5915.949,0.03878,0.04708,53164.24832,261443.248,2021.388,101.9947457,TOTAL,261123,2057,103.71,,48.80,46.27,0.77%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8487883000,LAURENT-PERRIER,PINK,750ML,Latest 52 Wks,4119327.828,4587073.911,3607.068,4069.084,43284.816,48829.014,0.03648,0.03324,1129201.707,260960.495,3143.981,1310.226693,TOTAL,260885,3147,1322.41,,95.17,93.94,1.20%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8487883000,LAURENT-PERRIER,PINK,750ML,Latest 26 Wks,1524620.287,1673317.41,1329.441,1469.802,15953.298,17637.627,0.03067,0.02712,497104.7561,261037.091,2323.603,656.1449124,TOTAL,260922,2386,651.6,,95.57,94.87,0.89%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8487883000,LAURENT-PERRIER,PINK,750ML,Latest 13 Wks,700822.934,808049.38,615.288,712.313,7383.458,8547.755,0.02444,0.02209,286752.428,261185.275,1672.784,418.9560242,TOTAL,260997,1985,408.29,,94.92,94.53,0.64%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8487883000,LAURENT-PERRIER,PINK,750ML,Latest 4 Wks,193741.426,236642.281,167.761,210.314,2013.133,2523.769,0.01316,0.01282,147219.9286,261443.248,923.385,209.8165186,TOTAL,261123,931,245.38,,96.24,93.77,0.35%
BOLLINGER SPECIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,86457600015,BOLLINGER,WHITE,750ML,Latest 52 Wks,3556124.316,3955487.786,3764.574,4319.862,45174.891,51838.344,0.0449,0.04302,792009.8699,260960.495,3273.026,1086.494368,TOTAL,260885,3177,1117.11,,78.72,76.30,1.25%
BOLLINGER SPECIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,86457600015,BOLLINGER,WHITE,750ML,Latest 26 Wks,1437219.658,1463147.424,1528.028,1547.062,18336.332,18564.745,0.03688,0.03511,389701.6426,261037.091,2463.6,583.3819037,TOTAL,260922,2326,601.1,,78.38,78.81,0.94%
BOLLINGER SPECIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,86457600015,BOLLINGER,WHITE,750ML,Latest 13 Wks,727627.376,751217.373,765.935,786.921,9191.221,9443.054,0.02867,0.02963,253793.9923,261185.275,1893.489,384.2786391,TOTAL,260997,1853,388.7,,79.17,79.55,0.72%
BOLLINGER SPECIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,86457600015,BOLLINGER,WHITE,750ML,Latest 4 Wks,216772.912,210510.755,227.497,219.075,2729.966,2628.905,0.01593,0.01706,136078.4131,261443.248,1015.885,213.383318,TOTAL,261123,1037,213.08,,79.40,80.08,0.39%
VEUVE CLICQUOT RICH SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382792,VEUVE CLICQUOT,PINK,750ML,Latest 52 Wks,3412321.757,4146154.771,3794.163,4534.117,45529.964,54409.404,0.01555,0.01368,2194419.136,260960.495,2213.484,1541.606697,TOTAL,260885,2288,1515.46,,74.95,76.20,0.85%
VEUVE CLICQUOT RICH SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382792,VEUVE CLICQUOT,PINK,750ML,Latest 26 Wks,1531684.24,1751436.502,1709.254,1911.832,20511.049,22941.989,0.01437,0.01236,1065890.216,261037.091,1800.058,850.9082707,TOTAL,260922,1787,827.73,,74.68,76.34,0.69%
VEUVE CLICQUOT RICH SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382792,VEUVE CLICQUOT,PINK,750ML,Latest 13 Wks,778397.118,880890.059,862.995,961.567,10355.938,11538.8,0.0132,0.01093,589694.7864,261185.275,1670.724,465.9040739,TOTAL,260997,1640,497.97,,75.16,76.34,0.64%
VEUVE CLICQUOT RICH SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382792,VEUVE CLICQUOT,PINK,750ML,Latest 4 Wks,232051.59,288506.957,256.983,318.46,3083.802,3821.522,0.00838,0.00797,276911.2053,261443.248,900.95,257.5632277,TOTAL,261123,1055,230.49,,75.25,75.50,0.34%
POL ROGER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8974414245,POL ROGER,WHITE,750ML,Latest 52 Wks,3128696.417,3243386.225,3710.043,4282.105,44520.519,51385.264,0.02291,0.02248,1365646.625,260960.495,2145.366,1458.350891,TOTAL,260885,2123,1470.9,,70.28,63.12,0.82%
POL ROGER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8974414245,POL ROGER,WHITE,750ML,Latest 26 Wks,1393628.807,1266653.291,1629.232,1613.236,19550.785,19358.838,0.01879,0.01865,741686.4327,261037.091,1609.282,865.9941558,TOTAL,260922,1588,900.88,,71.28,65.43,0.62%
POL ROGER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8974414245,POL ROGER,WHITE,750ML,Latest 13 Wks,760504.401,608070.221,886.486,762.632,10637.831,9151.588,0.0158,0.01672,481331.8994,261185.275,1273.987,596.9483213,TOTAL,260997,1318,610.41,,71.49,66.44,0.49%
POL ROGER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8974414245,POL ROGER,WHITE,750ML,Latest 4 Wks,168230.637,162718.166,199.368,206.684,2392.42,2480.203,0.00976,0.01092,172367.4559,261443.248,759.066,221.628471,TOTAL,261123,886,339.15,,70.32,65.61,0.29%
MOET & CHANDON BRUT IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382800,MOET & CHANDON,PINK,750ML,Latest 52 Wks,3108124.627,3009925.58,3391.266,3461.795,40695.197,41541.539,0.01891,0.01706,1643640.733,260960.495,4262.101,729.2470608,TOTAL,260885,4285,737.08,,76.38,72.46,1.63%
MOET & CHANDON BRUT IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382800,MOET & CHANDON,PINK,750ML,Latest 26 Wks,1228878.221,1576673.688,1318.671,1796.327,15824.052,21555.929,0.01593,0.01535,771423.8675,261037.091,3423.416,358.9625745,TOTAL,260922,3315,368.2,,77.66,73.14,1.31%
MOET & CHANDON BRUT IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382800,MOET & CHANDON,PINK,750ML,Latest 13 Wks,647528.212,825223.308,686.178,934.906,8234.14,11218.878,0.01266,0.0137,511475.6809,261185.275,2316.846,279.4869456,TOTAL,260997,2297,274.8,,78.64,73.56,0.89%
MOET & CHANDON BRUT IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175382800,MOET & CHANDON,PINK,750ML,Latest 4 Wks,193650.819,243966.314,208.26,272.273,2499.122,3267.274,0.00757,0.0087,255813.4993,261443.248,1120.703,172.7940578,TOTAL,261123,1220,143.83,,77.49,74.67,0.43%
RUINART SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8807616735,RUINART,PINK,750ML,Latest 52 Wks,2975500.623,3047970.144,2305.224,2465.268,27662.688,29583.218,0.021,0.01829,1416905.059,260960.495,2450.269,1214.356719,TOTAL,260885,2436,1234.22,,107.56,103.03,0.94%
RUINART SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8807616735,RUINART,PINK,750ML,Latest 26 Wks,1198833.413,1351362.461,933.682,1075.384,11204.189,12904.604,0.01826,0.0152,656535.2755,261037.091,1752.746,683.974411,TOTAL,260922,1958,617.7,,107.00,104.72,0.67%
RUINART SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8807616735,RUINART,PINK,750ML,Latest 13 Wks,599201.925,682722.246,471.407,540.764,5656.886,6489.164,0.01568,0.0129,382144.0848,261185.275,1417.207,422.804802,TOTAL,260997,1459,439.56,,105.92,105.21,0.54%
RUINART SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8807616735,RUINART,PINK,750ML,Latest 4 Wks,175920.158,207466.848,136.688,164.216,1640.259,1970.587,0.00965,0.00763,182300.6819,261443.248,845.231,208.1326383,TOTAL,261123,751,239.23,,107.25,105.28,0.32%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 187ML,8811055102,MOET & CHANDON,WHITE,187ML,Latest 52 Wks,2857671.817,3177210.96,4009.076,4543.774,192950.144,218684.303,0.01606,0.01609,1779372.24,260960.495,2818.019,1014.071167,TOTAL,260885,2698,1017.79,,14.81,14.53,1.08%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 187ML,8811055102,MOET & CHANDON,WHITE,187ML,Latest 26 Wks,1392146.74,1302626.383,1982.255,1824.368,95402.622,87803.795,0.01501,0.01357,927479.507,261037.091,2367.233,588.0902894,TOTAL,260922,2279,566.86,,14.59,14.84,0.91%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 187ML,8811055102,MOET & CHANDON,WHITE,187ML,Latest 13 Wks,784032.148,620536.018,1124.654,859.132,54127.715,41348.579,0.01371,0.01219,571868.8169,261185.275,1997.321,392.5418839,TOTAL,260997,1973,367.37,,14.48,15.01,0.76%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 187ML,8811055102,MOET & CHANDON,WHITE,187ML,Latest 4 Wks,257308.174,146781.363,364.635,201.298,17549.297,9688.123,0.01183,0.00945,217504.7963,261443.248,1683.392,152.8510139,TOTAL,261123,1491,166.46,,14.66,15.15,0.64%
JACQUES BARDELOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8427900192,JACQUES BARDELOT,WHITE,750ML,Latest 52 Wks,2804028.45,2952193.218,7029.884,7472.14,84358.611,89665.685,0.01188,0.01199,2360293.308,260960.495,414.251,6768.911723,TOTAL,260885,414,6735.23,,33.24,32.92,0.16%
JACQUES BARDELOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8427900192,JACQUES BARDELOT,WHITE,750ML,Latest 26 Wks,1110995.061,1134594.262,2811.697,2781.23,33740.366,33374.766,0.01195,0.01197,929702.9799,261037.091,412.825,2691.20102,TOTAL,260922,412,2784.31,,32.93,34.00,0.16%
JACQUES BARDELOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8427900192,JACQUES BARDELOT,WHITE,750ML,Latest 13 Wks,531296.551,506315.894,1350.61,1198.569,16207.326,14382.833,0.01193,0.01193,445344.9715,261185.275,410.28,1294.960883,TOTAL,260997,412,1324.95,,32.78,35.20,0.16%
JACQUES BARDELOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8427900192,JACQUES BARDELOT,WHITE,750ML,Latest 4 Wks,142759.3,129216.55,363.833,301.417,4366,3617,0.01184,0.01165,120573.7331,261443.248,386,369.8427461,TOTAL,261123,405,381.84,,32.70,35.72,0.15%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE DEMI SEC CHAMPAGNE FRANCE 750ML,8175305035,VEUVE CLICQUOT,WHITE,750ML,Latest 52 Wks,2691229.095,2917955.577,3316.17,3667.052,39794.046,44004.624,0.03236,0.03047,831652.996,260960.495,2961.809,908.6437022,TOTAL,260885,2974,910.02,,67.63,66.31,1.13%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE DEMI SEC CHAMPAGNE FRANCE 750ML,8175305035,VEUVE CLICQUOT,WHITE,750ML,Latest 26 Wks,966655.581,1074109.084,1199.898,1330.843,14398.781,15970.118,0.02853,0.02548,338820.7434,261037.091,2240.614,431.4244136,TOTAL,260922,2390,414.36,,67.13,67.26,0.86%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE DEMI SEC CHAMPAGNE FRANCE 750ML,8175305035,VEUVE CLICQUOT,WHITE,750ML,Latest 13 Wks,488221.015,547694.217,609.107,678.905,7309.283,8146.86,0.02447,0.02209,199518.1917,261185.275,1775.688,274.9475217,TOTAL,260997,1832,286.68,,66.79,67.23,0.68%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE DEMI SEC CHAMPAGNE FRANCE 750ML,8175305035,VEUVE CLICQUOT,WHITE,750ML,Latest 4 Wks,132771.624,148733.637,164.577,185.355,1974.92,2224.256,0.01446,0.01298,91819.93361,261443.248,867.856,152.988081,TOTAL,261123,990,150.38,,67.23,66.87,0.33%
VEUVE CLICQUOT RICH SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,8175382613,VEUVE CLICQUOT,WHITE,750ML,Latest 52 Wks,2579042.245,3300575.824,3029.905,3942.819,36358.864,47313.828,0.02184,0.01922,1180880.149,260960.495,2642.821,975.8671681,TOTAL,260885,2621,992.95,,70.93,69.76,1.01%
VEUVE CLICQUOT RICH SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,8175382613,VEUVE CLICQUOT,WHITE,750ML,Latest 26 Wks,1097455.609,1373118.489,1281.319,1635.856,15375.829,19630.278,0.01889,0.01761,580971.7358,261037.091,1991.571,551.0502056,TOTAL,260922,2058,520.6,,71.38,69.95,0.76%
VEUVE CLICQUOT RICH SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,8175382613,VEUVE CLICQUOT,WHITE,750ML,Latest 13 Wks,549525.935,680474.106,640.799,803.056,7689.587,9636.678,0.01619,0.01507,339423.0605,261185.275,1572.307,349.5029501,TOTAL,260997,1600,347.8,,71.46,70.61,0.60%
VEUVE CLICQUOT RICH SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,8175382613,VEUVE CLICQUOT,WHITE,750ML,Latest 4 Wks,169631.975,193215.057,201.06,226.011,2412.717,2712.138,0.01045,0.00986,162327.2488,261443.248,924.427,183.4995895,TOTAL,261123,941,180.81,,70.31,71.24,0.35%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383838,MOET & CHANDON,WHITE,750ML,Latest 52 Wks,2323294.045,0,3943.215,0,47318.577,0,0.02377,0,977405.9928,260960.495,1972.282,1177.972544,TOTAL,260885,1955,1162.61,,49.10,,0.76%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383838,MOET & CHANDON,WHITE,750ML,Latest 26 Wks,706757.845,0,1201.625,0,14419.502,0,0.01004,0,703942.0767,261037.091,1119.497,631.3173193,TOTAL,260922,1365,591.97,,49.01,,0.43%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383838,MOET & CHANDON,WHITE,750ML,Latest 13 Wks,242868.379,0,414.857,0,4978.281,0,0.00484,0,501794.1715,261185.275,607.474,399.8004507,TOTAL,260997,655,468.1,,48.79,,0.23%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383838,MOET & CHANDON,WHITE,750ML,Latest 4 Wks,49063.775,0,85.125,0,1021.502,0,0.00228,0,215191.9956,261443.248,199.408,246.0471746,TOTAL,261123,333,234.59,,48.03,,0.08%
BILLECART-SALMON RSV SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311394121310,BILLECART-SALMON,WHITE,750ML,Latest 52 Wks,2205530.802,1798486.017,2939.819,2544.897,35277.832,30538.763,0.01966,0.0174,1121836.624,260960.495,1768.159,1247.359995,TOTAL,260885,1723,1249.54,,62.52,335.75,0.68%
BILLECART-SALMON RSV SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311394121310,BILLECART-SALMON,WHITE,750ML,Latest 26 Wks,797778.044,654416.197,1045.01,925.252,12540.116,11103.024,0.01733,0.0141,460345.0917,261037.091,1536.546,519.2021872,TOTAL,260922,1536,471.08,,63.62,343.45,0.59%
BILLECART-SALMON RSV SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311394121310,BILLECART-SALMON,WHITE,750ML,Latest 13 Wks,460371.983,426458.739,604.122,593.279,7249.466,7119.35,0.01463,0.01297,314676.6801,261185.275,1204.567,382.1887724,TOTAL,260997,1179,359.8,,63.50,344.76,0.46%
BILLECART-SALMON RSV SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311394121310,BILLECART-SALMON,WHITE,750ML,Latest 4 Wks,170720.394,118629.169,221.347,164.781,2656.163,1977.374,0.01011,0.00807,168862.9021,261443.248,825.6,206.783423,TOTAL,261123,770,175.61,,64.27,343.69,0.32%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459970145,LOUIS ROEDERER,WHITE,750ML,Latest 52 Wks,2038002.289,3397216.776,482.969,837.238,5795.623,10046.862,0.02082,0.02185,978867.574,260960.495,1450.078,1405.443217,TOTAL,260885,1601,1404.38,,351.65,58.80,0.56%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459970145,LOUIS ROEDERER,WHITE,750ML,Latest 26 Wks,574855.228,1369483.561,138.417,328.777,1661.01,3945.319,0.0114,0.01499,504258.9719,261037.091,700.33,820.8347893,TOTAL,260922,710,891.4,,346.09,58.72,0.27%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459970145,LOUIS ROEDERER,WHITE,750ML,Latest 13 Wks,237857.958,666386.086,55.023,158.915,660.271,1906.98,0.00597,0.01023,398422.0402,261185.275,340.17,699.2326131,TOTAL,260997,501,640.02,,360.24,59.51,0.13%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459970145,LOUIS ROEDERER,WHITE,750ML,Latest 4 Wks,34584.67,245533.475,8.583,56.515,103,678.183,0.0017,0.00455,203439.2353,261443.248,71,487.1080282,TOTAL,261123,130,476.16,,335.77,59.15,0.03%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 1.5L,8175381097,VEUVE CLICQUOT,WHITE,1.5L,Latest 52 Wks,1902745.862,2613028.42,2015.635,2805.288,12093.812,16831.726,0.02224,0.01944,855551.1969,260960.495,1572.457,1210.046355,TOTAL,260885,1670,1148.44,,157.33,154.41,0.60%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 1.5L,8175381097,VEUVE CLICQUOT,WHITE,1.5L,Latest 26 Wks,784161.754,881271.296,818.458,942.437,4910.749,5654.62,0.0164,0.01463,478147.411,261037.091,1050.772,746.2720305,TOTAL,260922,1048,711.4,,159.68,156.11,0.40%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 1.5L,8175381097,VEUVE CLICQUOT,WHITE,1.5L,Latest 13 Wks,388965.669,483881.808,406.437,518.217,2438.622,3109.304,0.01342,0.01308,289840.2899,261185.275,831.212,467.9500164,TOTAL,260997,819,476.24,,159.50,155.70,0.32%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 1.5L,8175381097,VEUVE CLICQUOT,WHITE,1.5L,Latest 4 Wks,125958.884,141867.273,132.759,150.062,796.554,900.371,0.00782,0.00697,161072.7417,261443.248,522.907,240.8820001,TOTAL,261123,465,269.78,,158.13,153.47,0.20%
LANSON BLACK LABEL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,69274300286,LANSON,WHITE,750ML,Latest 52 Wks,1853280.32,1940487.974,3503.308,3609.528,42039.701,43314.34,0.1002,0.09039,184958.1158,260960.495,4592.965,403.5041242,TOTAL,260885,4611,410.2,,44.08,44.68,1.76%
LANSON BLACK LABEL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,69274300286,LANSON,WHITE,750ML,Latest 26 Wks,744688.272,825879.462,1438.757,1522.909,17265.084,18274.906,0.07085,0.07908,105107.7307,261037.091,3149.97,236.4112268,TOTAL,260922,3143,243.19,,43.13,44.94,1.21%
LANSON BLACK LABEL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,69274300286,LANSON,WHITE,750ML,Latest 13 Wks,335727.54,405048.832,628.645,743.287,7543.745,8919.442,0.0495,0.06233,67823.74545,261185.275,2205.845,152.199062,TOTAL,260997,2297,167.46,,44.50,44.50,0.84%
LANSON BLACK LABEL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,69274300286,LANSON,WHITE,750ML,Latest 4 Wks,88533.547,127070.457,167.736,226.172,2012.83,2714.069,0.02078,0.02888,42605.1718,261443.248,931.142,95.08060747,TOTAL,261123,1043,102.09,,43.98,45.39,0.36%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,8175381842,DOM PERIGNON,WHITE,750ML,Latest 52 Wks,1716760.511,1927765.468,480.748,590.145,5768.978,7081.741,0.00047,0.00064,36526819.38,260960.495,42.978,39945.10007,TOTAL,260885,42,39647.95,,297.58,270.56,0.02%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,8175381842,DOM PERIGNON,WHITE,750ML,Latest 26 Wks,429010.681,437781.636,120.33,122.539,1443.96,1470.463,0.00047,0.00047,9127886.83,261037.091,43.034,9969.110029,TOTAL,260922,42,9394.84,,297.11,292.85,0.02%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,8175381842,DOM PERIGNON,WHITE,750ML,Latest 13 Wks,220509.355,210544.376,61.515,59.372,738.178,712.463,0.00048,0.00047,4593944.896,261185.275,42.124,5234.76771,TOTAL,260997,42,5312.73,,298.72,295.50,0.02%
